order,id,spot,u_ppm,th_ppm,th_u,th_wr,u_wr,composition_index,t_sat,th_z_wr,u_z_wr
4846,184353.1,4.1,215,153,0.71,19.95,4.95,1.43,826,7.67,43.43
4847,184353.1,3.1,229,155,0.68,19.95,4.95,1.43,826,7.77,46.26
4848,184353.1,7.1,232,165,0.71,19.95,4.95,1.43,826,8.27,46.87
4849,184359.1,17.1,91,48,0.53,20.79,4.57,1.48,828,2.31,19.91
4850,184359.1,4.1,93,59,0.63,20.79,4.57,1.48,828,2.84,20.35
4851,184359.1,19.1,116,85,0.73,20.79,4.57,1.48,828,4.09,25.38
4852,184359.1,12.1,124,85,0.69,20.79,4.57,1.48,828,4.09,27.13
4853,184359.1,6.1,118,86,0.73,20.79,4.57,1.48,828,4.14,25.82
4854,184359.1,8.1,124,87,0.7,20.79,4.57,1.48,828,4.18,27.13
4855,184359.1,2.1,114,92,0.81,20.79,4.57,1.48,828,4.43,24.95
4856,184359.1,9.1,133,96,0.72,20.79,4.57,1.48,828,4.62,29.1
4857,184359.1,15.1,142,102,0.72,20.79,4.57,1.48,828,4.91,31.07
4858,184359.1,1.1,136,103,0.76,20.79,4.57,1.48,828,4.95,29.76
4859,184359.1,18.1,152,105,0.69,20.79,4.57,1.48,828,5.05,33.26
4860,184359.1,13.1,159,106,0.67,20.79,4.57,1.48,828,5.1,34.79
4861,184359.1,7.1,131,107,0.82,20.79,4.57,1.48,828,5.15,28.67
4862,184359.1,5.1,161,111,0.69,20.79,4.57,1.48,828,5.34,35.23
4863,184359.1,3.1,162,112,0.69,20.79,4.57,1.48,828,5.39,35.45
4864,184359.1,20.1,145,113,0.78,20.79,4.57,1.48,828,5.44,31.73
4865,184359.1,14.1,116,118,1.02,20.79,4.57,1.48,828,5.68,25.38
4866,184359.1,10.1,175,122,0.7,20.79,4.57,1.48,828,5.87,38.29
4867,184359.1,11.1,169,128,0.76,20.79,4.57,1.48,828,6.16,36.98
4868,184359.1,16.1,189,137,0.72,20.79,4.57,1.48,828,6.59,41.36
4869,184364.1,10.1,302,38,0.13,10.5,1.25,1.34,780,3.62,241.6
4870,184364.1,9.1,111,56,0.5,10.5,1.25,1.34,780,5.33,88.8
4871,184364.1,3.1,166,56,0.34,10.5,1.25,1.34,780,5.33,132.8
4872,184364.1,4.1,267,83,0.31,10.5,1.25,1.34,780,7.9,213.6
4873,184364.1,1.1,104,104,1,10.5,1.25,1.34,780,9.9,83.2
4874,184364.1,18.1,177,143,0.81,10.5,1.25,1.34,780,13.62,141.6
4875,184364.1,11.1,319,149,0.47,10.5,1.25,1.34,780,14.19,255.2
4876,184364.1,6.1,208,175,0.84,10.5,1.25,1.34,780,16.67,166.4
4877,184364.1,7.1,253,189,0.75,10.5,1.25,1.34,780,18,202.4
4878,184364.1,13.1,221,210,0.95,10.5,1.25,1.34,780,20,176.8
4879,184364.1,16.1,397,213,0.54,10.5,1.25,1.34,780,20.29,317.6
4880,184364.1,8.1,320,245,0.77,10.5,1.25,1.34,780,23.33,256
4881,184364.1,2.1,380,248,0.65,10.5,1.25,1.34,780,23.62,304
4882,184364.1,5.1,508,283,0.56,10.5,1.25,1.34,780,26.95,406.4
4883,184364.1,12.1,363,354,0.98,10.5,1.25,1.34,780,33.71,290.4
4884,184364.1,15.1,285,380,1.33,10.5,1.25,1.34,780,36.19,228
4885,184802.1,18.1,1556,99,0.06,27.04,4.77,1.4,798,3.66,326.21
4886,184802.1,14.1,364,241,0.66,27.04,4.77,1.4,798,8.91,76.31
4887,184802.1,1.1,379,277,0.73,27.04,4.77,1.4,798,10.24,79.45
4888,184802.1,3.1,421,288,0.68,27.04,4.77,1.4,798,10.65,88.26
4889,184802.1,11.1,342,294,0.86,27.04,4.77,1.4,798,10.87,71.7
4890,184802.1,17.1,348,313,0.9,27.04,4.77,1.4,798,11.58,72.96
4891,185138.1,4.1,92,31,0.34,10.81,2.96,1.38,824,2.87,31.08
4892,185138.1,9.1,106,49,0.46,10.81,2.96,1.38,824,4.53,35.81
4893,185138.1,15.1,133,58,0.44,10.81,2.96,1.38,824,5.37,44.93
4894,185138.1,12.1,123,61,0.5,10.81,2.96,1.38,824,5.64,41.55
4895,185138.1,7.1,145,68,0.47,10.81,2.96,1.38,824,6.29,48.99
4896,185138.1,1.1,140,75,0.54,10.81,2.96,1.38,824,6.94,47.3
4897,185138.1,3.1,178,80,0.45,10.81,2.96,1.38,824,7.4,60.14
4898,185138.1,2.1,287,178,0.62,10.81,2.96,1.38,824,16.47,96.96
4899,185138.1,6.1,372,202,0.54,10.81,2.96,1.38,824,18.69,125.68
4900,185339.1,18.1,483,142,0.29,149.2,10.63,1.48,896,0.95,45.44
4901,185339.1,12.1,286,185,0.65,149.2,10.63,1.48,896,1.24,26.9
4902,185339.1,23.1,469,254,0.54,149.2,10.63,1.48,896,1.7,44.12
4903,185339.1,21.1,467,395,0.85,149.2,10.63,1.48,896,2.65,43.93
4904,185339.1,45.1,524,427,0.81,149.2,10.63,1.48,896,2.86,49.29
4905,185339.1,16.1,379,591,1.56,149.2,10.63,1.48,896,3.96,35.65
4906,185339.1,14.1,442,615,1.39,149.2,10.63,1.48,896,4.12,41.58
4907,185339.1,40.1,326,764,2.34,149.2,10.63,1.48,896,5.12,30.67
4908,185339.1,3.1,422,922,2.18,149.2,10.63,1.48,896,6.18,39.7
4909,185509.1,14.1,752,513,0.68,80.7,2.69,1.42,897,6.36,279.55
4910,185509.1,18.1,769,515,0.67,80.7,2.69,1.42,897,6.38,285.87
4911,185509.1,4.1,894,564,0.63,80.7,2.69,1.42,897,6.99,332.34
4912,185509.1,7.1,901,590,0.65,80.7,2.69,1.42,897,7.31,334.94
4913,185509.1,2.1,938,622,0.66,80.7,2.69,1.42,897,7.71,348.7
4914,185509.1,12.1,1042,733,0.7,80.7,2.69,1.42,897,9.08,387.36
4915,185509.1,8.1,1123,799,0.71,80.7,2.69,1.42,897,9.9,417.47
4916,185509.1,1.1,1130,806,0.71,80.7,2.69,1.42,897,9.99,420.07
4917,185509.1,16.1,1127,815,0.72,80.7,2.69,1.42,897,10.1,418.96
4918,185509.1,15.1,1149,820,0.71,80.7,2.69,1.42,897,10.16,427.14
4919,185509.1,19.1,1156,831,0.72,80.7,2.69,1.42,897,10.3,429.74
4920,185509.1,20.1,1199,848,0.71,80.7,2.69,1.42,897,10.51,445.72
4921,185509.1,17.1,1152,858,0.74,80.7,2.69,1.42,897,10.63,428.25
4922,185509.1,10.1,1167,883,0.76,80.7,2.69,1.42,897,10.94,433.83
4923,185509.1,11.1,1256,981,0.78,80.7,2.69,1.42,897,12.16,466.91
4924,185509.1,3.1,1294,1011,0.78,80.7,2.69,1.42,897,12.53,481.04
4925,185509.1,5.1,1326,1029,0.78,80.7,2.69,1.42,897,12.75,492.94
4926,185509.1,9.1,1322,1067,0.81,80.7,2.69,1.42,897,13.22,491.45
4927,185509.1,13.1,1379,1109,0.8,80.7,2.69,1.42,897,13.74,512.64
4928,185509.1,6.1,1391,1123,0.81,80.7,2.69,1.42,897,13.92,517.1
4929,185581.1,4.1,56,64,1.14,46.09,8.14,1.4,762,1.39,6.88
4930,185581.1,12.1,73,71,0.97,46.09,8.14,1.4,762,1.54,8.97
4931,185581.1,7.1,72,89,1.24,46.09,8.14,1.4,762,1.93,8.85
4932,185581.1,14.1,71,90,1.27,46.09,8.14,1.4,762,1.95,8.72
4933,185581.1,20.1,90,93,1.03,46.09,8.14,1.4,762,2.02,11.06
4934,185581.1,8.1,79,95,1.2,46.09,8.14,1.4,762,2.06,9.71
4935,185581.1,5.1,227,109,0.48,46.09,8.14,1.4,762,2.36,27.89
4936,185581.1,2.1,98,112,1.14,46.09,8.14,1.4,762,2.43,12.04
4937,185581.1,19.1,83,113,1.36,46.09,8.14,1.4,762,2.45,10.2
4938,185581.1,27.1,116,135,1.16,46.09,8.14,1.4,762,2.93,14.25
4939,185581.1,13.1,131,146,1.11,46.09,8.14,1.4,762,3.17,16.09
4940,185581.1,26.1,230,158,0.69,46.09,8.14,1.4,762,3.43,28.26
4941,185581.1,9.1,189,212,1.12,46.09,8.14,1.4,762,4.6,23.22
4942,185581.1,11.1,153,231,1.51,46.09,8.14,1.4,762,5.01,18.8
4943,185581.1,23.1,191,249,1.3,46.09,8.14,1.4,762,5.4,23.46
4944,185581.1,15.1,297,353,1.19,46.09,8.14,1.4,762,7.66,36.49
4945,185583.1,16.1,43,45,1.05,110,11.06,1.45,829,0.41,3.89
4946,185583.1,24.1,41,48,1.17,110,11.06,1.45,829,0.44,3.71
4947,185583.1,17.1,54,56,1.04,110,11.06,1.45,829,0.51,4.88
4948,185583.1,22.1,51,58,1.14,110,11.06,1.45,829,0.53,4.61
4949,185583.1,11.1,62,65,1.05,110,11.06,1.45,829,0.59,5.61
4950,185583.1,18.1,48,66,1.38,110,11.06,1.45,829,0.6,4.34
4951,185583.1,3.1,75,69,0.92,110,11.06,1.45,829,0.63,6.78
4952,185583.1,8.1,53,70,1.32,110,11.06,1.45,829,0.64,4.79
4953,185583.1,30.1,77,70,0.91,110,11.06,1.45,829,0.64,6.96
4954,185583.1,5.1,73,76,1.04,110,11.06,1.45,829,0.69,6.6
4955,185583.1,4.1,59,80,1.36,110,11.06,1.45,829,0.73,5.33
4956,185583.1,15.1,83,82,0.99,110,11.06,1.45,829,0.75,7.5
4957,185583.1,27.1,70,84,1.2,110,11.06,1.45,829,0.76,6.33
4958,185583.1,21.1,79,86,1.09,110,11.06,1.45,829,0.78,7.14
4959,185583.1,25.1,78,88,1.13,110,11.06,1.45,829,0.8,7.05
4960,185583.1,14.1,85,91,1.07,110,11.06,1.45,829,0.83,7.69
4961,185583.1,29.1,103,98,0.95,110,11.06,1.45,829,0.89,9.31
4962,185583.1,9.1,62,102,1.65,110,11.06,1.45,829,0.93,5.61
4963,185583.1,6.1,135,114,0.84,110,11.06,1.45,829,1.04,12.21
4964,185583.1,2.1,155,119,0.77,110,11.06,1.45,829,1.08,14.01
4965,185583.1,19.1,124,125,1.01,110,11.06,1.45,829,1.14,11.21
4966,185583.1,7.1,169,132,0.78,110,11.06,1.45,829,1.2,15.28
4967,185583.1,10.1,169,154,0.91,110,11.06,1.45,829,1.4,15.28
4968,185583.1,20.1,143,158,1.1,110,11.06,1.45,829,1.44,12.93
4969,185583.1,1.1,157,162,1.03,110,11.06,1.45,829,1.47,14.2
4970,185583.1,28.1,184,167,0.91,110,11.06,1.45,829,1.52,16.64
4971,185583.1,26.1,221,212,0.96,110,11.06,1.45,829,1.93,19.98
4972,185583.1,23.1,222,220,0.99,110,11.06,1.45,829,2,20.07
4973,185583.1,13.1,372,352,0.95,110,11.06,1.45,829,3.2,33.63
4974,185593.1,17.1,236,103,0.44,1,0.65,1.3,864,103,363.08
4975,185593.1,2.1,256,125,0.49,1,0.65,1.3,864,125,393.85
4976,185593.1,39.1,270,127,0.47,1,0.65,1.3,864,127,415.38
4977,185593.1,45.1,362,149,0.41,1,0.65,1.3,864,149,556.92
4978,185593.1,18.1,352,163,0.46,1,0.65,1.3,864,163,541.54
4979,185593.1,10.1,394,199,0.51,1,0.65,1.3,864,199,606.15
4980,185593.1,16.1,382,200,0.52,1,0.65,1.3,864,200,587.69
4981,185593.1,5.1,427,206,0.48,1,0.65,1.3,864,206,656.92
4982,185593.1,41.1,466,245,0.53,1,0.65,1.3,864,245,716.92
4983,185593.1,13.1,495,257,0.52,1,0.65,1.3,864,257,761.54
4984,185593.1,19.1,491,258,0.53,1,0.65,1.3,864,258,755.38
4985,185593.1,14.1,534,271,0.51,1,0.65,1.3,864,271,821.54
4986,185593.1,8.1,582,292,0.5,1,0.65,1.3,864,292,895.38
4987,185593.1,11.1,534,300,0.56,1,0.65,1.3,864,300,821.54
4988,185593.1,36.1,2023,301,0.15,1,0.65,1.3,864,301,3112.31
4989,185593.1,12.1,573,303,0.53,1,0.65,1.3,864,303,881.54
4990,185593.1,6.1,542,377,0.7,1,0.65,1.3,864,377,833.85
4991,185593.1,44.1,587,453,0.77,1,0.65,1.3,864,453,903.08
4992,185593.1,34.1,1209,590,0.49,1,0.65,1.3,864,590,1860
4993,185593.1,24.1,768,687,0.89,1,0.65,1.3,864,687,1181.54
4994,185606.1,15.1,278,66,0.24,29.41,11.94,1.41,719,2.24,23.28
4995,185606.1,20.1,108,89,0.82,29.41,11.94,1.41,719,3.03,9.05
4996,185606.1,11.1,87,105,1.21,29.41,11.94,1.41,719,3.57,7.29
4997,185606.1,5.1,82,111,1.35,29.41,11.94,1.41,719,3.77,6.87
4998,185606.1,18.1,105,117,1.11,29.41,11.94,1.41,719,3.98,8.79
4999,185606.1,17.1,94,124,1.32,29.41,11.94,1.41,719,4.22,7.87
5000,185606.1,7.1,112,131,1.17,29.41,11.94,1.41,719,4.45,9.38
5001,185606.1,2.1,119,141,1.18,29.41,11.94,1.41,719,4.79,9.97
5002,185606.1,21.1,93,150,1.61,29.41,11.94,1.41,719,5.1,7.79
5003,185606.1,19.1,146,166,1.14,29.41,11.94,1.41,719,5.64,12.23
5004,185606.1,8.1,119,178,1.5,29.41,11.94,1.41,719,6.05,9.97
5005,185606.1,16.1,234,197,0.84,29.41,11.94,1.41,719,6.7,19.6
5006,185606.1,22.1,202,253,1.25,29.41,11.94,1.41,719,8.6,16.92
5007,185606.1,3.1,245,255,1.04,29.41,11.94,1.41,719,8.67,20.52
5008,185606.1,27.1,330,337,1.02,29.41,11.94,1.41,719,11.46,27.64
5009,185606.1,25.1,469,352,0.75,29.41,11.94,1.41,719,11.97,39.28
5010,185606.1,6.1,362,374,1.03,29.41,11.94,1.41,719,12.72,30.32
5011,185610.1,6.1,316,45,0.14,48.41,0.65,1.59,861,0.93,486.15
5012,185610.1,10.1,298,75,0.25,48.41,0.65,1.59,861,1.55,458.46
5013,185610.1,1.1,410,77,0.19,48.41,0.65,1.59,861,1.59,630.77
5014,185610.1,5.1,556,124,0.22,48.41,0.65,1.59,861,2.56,855.38
5015,185610.1,15.1,61,147,2.41,48.41,0.65,1.59,861,3.04,93.85
5016,185610.1,17.1,243,171,0.7,48.41,0.65,1.59,861,3.53,373.85
5017,185610.1,14.1,203,187,0.92,48.41,0.65,1.59,861,3.86,312.31
5018,185610.1,19.1,227,233,1.03,48.41,0.65,1.59,861,4.81,349.23
5019,185610.1,13.1,168,257,1.53,48.41,0.65,1.59,861,5.31,258.46
5020,185610.1,8.1,110,264,2.4,48.41,0.65,1.59,861,5.45,169.23
5021,185610.1,21.1,273,314,1.15,48.41,0.65,1.59,861,6.49,420
5022,185610.1,11.1,125,341,2.73,48.41,0.65,1.59,861,7.04,192.31
5023,185610.1,18.1,126,341,2.71,48.41,0.65,1.59,861,7.04,193.85
5024,185610.1,9.1,142,370,2.61,48.41,0.65,1.59,861,7.64,218.46
5025,185610.1,16.1,139,411,2.96,48.41,0.65,1.59,861,8.49,213.85
5026,185610.1,2.1,328,446,1.36,48.41,0.65,1.59,861,9.21,504.62
5027,185610.1,7.1,152,473,3.11,48.41,0.65,1.59,861,9.77,233.85
5028,185610.1,3.1,188,677,3.6,48.41,0.65,1.59,861,13.98,289.23
5029,185610.1,20.1,172,689,4.01,48.41,0.65,1.59,861,14.23,264.62
5030,185610.1,4.1,196,701,3.58,48.41,0.65,1.59,861,14.48,301.54
5031,185920.1,2.1,94,57,0.61,21.68,11.04,1.45,767,2.65,8.55
5032,185920.1,8.1,368,162,0.44,21.68,11.04,1.45,767,7.46,33.34
5033,185920.1,6.1,256,302,1.18,21.68,11.04,1.45,767,13.91,23.19
5034,185920.1,10.1,688,338,0.49,21.68,11.04,1.45,767,15.58,62.33
5035,185920.1,1.1,1006,493,0.49,21.68,11.04,1.45,767,22.72,91.11
5036,185921.1,8.1,305,12,0.04,8.84,2.28,1.42,790,1.33,133.71
5037,185921.1,3.1,269,17,0.06,8.84,2.28,1.42,790,1.95,117.99
5038,185921.1,10.1,339,21,0.06,8.84,2.28,1.42,790,2.41,148.89
5039,185921.1,13.1,350,32,0.09,8.84,2.28,1.42,790,3.58,153.36
5040,185921.1,1.1,69,51,0.74,8.84,2.28,1.42,790,5.76,30.24
5041,185921.1,2.1,268,70,0.26,8.84,2.28,1.42,790,7.92,117.61
5042,185921.1,6.1,324,97,0.3,8.84,2.28,1.42,790,10.96,141.97
5043,185921.1,12.1,72,112,1.57,8.84,2.28,1.42,790,12.68,31.41
5044,185921.1,4.1,418,139,0.33,8.84,2.28,1.42,790,15.77,183.32
5045,185921.1,14.1,269,282,1.05,8.84,2.28,1.42,790,31.91,117.86
5046,185922.1,3.1,81,70,0.86,0.63,0.05,>,>,111.49,1626.92
5047,185922.1,5.2,112,75,0.67,0.63,0.05,>,>,118.44,2241.22
5048,185922.1,12.1,59,130,2.19,0.63,0.05,>,>,206.12,1184.02
5049,185922.1,6.1,140,155,1.1,0.63,0.05,>,>,245.81,2807.25
5050,185922.1,13.1,185,175,0.95,0.63,0.05,>,>,278.24,3705.12
5051,185922.1,5.1,136,188,1.38,0.63,0.05,>,>,297.73,2718.9
5052,185922.1,9.1,121,219,1.81,0.63,0.05,>,>,347.55,2424.48
5053,185922.1,7.1,105,506,4.8,0.63,0.05,>,>,802.46,2104.31
5054,185922.1,1.1,127,587,4.64,0.63,0.05,>,>,931.82,2532.97
5055,185922.1,10.1,205,616,3.01,0.63,0.05,>,>,978.38,4099.17
5056,185922.1,11.1,290,643,2.22,0.63,0.05,>,>,1019.95,5790.04
5057,185922.1,8.1,389,787,2.02,0.63,0.05,>,>,1249.15,7782.61
5058,185927.1,5.1,178,66,0.37,0.58,0.21,>,>,114.4,845.39
5059,185927.1,1.1,181,68,0.37,0.58,0.21,>,>,116.51,860.86
5060,185927.1,30.1,155,79,0.51,0.58,0.21,>,>,136.69,738.22
5061,185927.1,3.1,200,115,0.58,0.58,0.21,>,>,198.83,952.2
5062,185927.1,14.1,255,151,0.59,0.58,0.21,>,>,260.97,1216.17
5063,185927.1,24.1,260,161,0.62,0.58,0.21,>,>,277.12,1238.27
5064,185927.1,16.1,306,184,0.6,0.58,0.21,>,>,317.41,1455.53
5065,185927.1,7.1,295,190,0.65,0.58,0.21,>,>,328.17,1404.81
5066,185927.1,17.1,303,196,0.65,0.58,0.21,>,>,337.59,1441.79
5067,185927.1,21.1,320,198,0.62,0.58,0.21,>,>,340.84,1524.73
5068,185927.1,23.1,328,212,0.65,0.58,0.21,>,>,366.14,1560.24
5069,185927.1,26.1,594,218,0.37,0.58,0.21,>,>,375.38,2829.92
5070,185927.1,25.1,517,225,0.44,0.58,0.21,>,>,388.6,2460.43
5071,185927.1,9.1,391,251,0.64,0.58,0.21,>,>,432.04,1862.07
5072,185927.1,29.1,377,258,0.68,0.58,0.21,>,>,444.55,1793.37
5073,185927.1,27.1,405,258,0.64,0.58,0.21,>,>,445.16,1927.03
5074,185927.1,18.1,422,271,0.64,0.58,0.21,>,>,467.42,2008.8
5075,185927.1,8.1,432,303,0.7,0.58,0.21,>,>,521.73,2054.92
5076,185927.1,20.1,465,304,0.65,0.58,0.21,>,>,524.41,2214.66
5077,185927.1,2.1,458,307,0.67,0.58,0.21,>,>,529.56,2182.18
5078,185927.1,12.1,486,316,0.65,0.58,0.21,>,>,544.46,2315.07
5079,185927.1,10.1,435,322,0.74,0.58,0.21,>,>,554.41,2071.22
5080,185927.1,15.1,487,355,0.73,0.58,0.21,>,>,612.01,2319.28
5081,185927.1,11.1,553,377,0.68,0.58,0.21,>,>,650.04,2632.44
5082,185927.1,28.1,629,383,0.61,0.58,0.21,>,>,660.52,2993.89
5083,185927.1,19.1,577,393,0.68,0.58,0.21,>,>,676.95,2746.1
5084,185927.1,4.1,632,434,0.69,0.58,0.21,>,>,747.74,3011.87
5085,185927.1,22.1,651,445,0.68,0.58,0.21,>,>,766.9,3101.02
5086,185927.1,13.1,693,486,0.7,0.58,0.21,>,>,837.63,3300.54
5087,185927.1,6.1,677,495,0.73,0.58,0.21,>,>,853.36,3221.95
5088,185928.1,6.1,73,63,0.86,19.09,4.29,1.66,768,3.29,16.95
5089,185928.1,19.1,84,74,0.88,19.09,4.29,1.66,768,3.87,19.66
5090,185928.1,5.1,75,75,1,19.09,4.29,1.66,768,3.91,17.4
5091,185928.1,9.1,84,92,1.1,19.09,4.29,1.66,768,4.83,19.56
5092,185928.1,12.1,97,97,1.01,19.09,4.29,1.66,768,5.1,22.55
5093,185928.1,7.1,117,105,0.9,19.09,4.29,1.66,768,5.52,27.22
5094,185928.1,13.1,81,114,1.41,19.09,4.29,1.66,768,5.98,18.85
5095,185928.1,1.1,119,116,0.97,19.09,4.29,1.66,768,6.08,27.8
5096,185928.1,18.1,100,120,1.2,19.09,4.29,1.66,768,6.29,23.42
5097,185928.1,11.1,127,122,0.96,19.09,4.29,1.66,768,6.39,29.56
5098,185928.1,10.1,139,133,0.96,19.09,4.29,1.66,768,6.96,32.44
5099,185928.1,4.1,145,150,1.03,19.09,4.29,1.66,768,7.84,33.8
5100,185928.1,15.1,117,164,1.4,19.09,4.29,1.66,768,8.59,27.34
5101,185928.1,17.1,136,170,1.25,19.09,4.29,1.66,768,8.92,31.64
5102,185928.1,2.1,119,181,1.52,19.09,4.29,1.66,768,9.46,27.76
5103,185928.1,8.1,244,186,0.76,19.09,4.29,1.66,768,9.73,56.86
5104,185928.1,14.1,210,316,1.5,19.09,4.29,1.66,768,16.56,49.04
5105,185928.1,3.1,192,317,1.65,19.09,4.29,1.66,768,16.6,44.81
5106,185933.1,10.1,194,136,0.7,13.13,3.18,1.34,810,10.33,61.08
5107,185933.1,19.1,212,147,0.69,13.13,3.18,1.34,810,11.2,66.59
5108,185933.1,35.1,235,150,0.64,13.13,3.18,1.34,810,11.46,74
5109,185933.1,9.1,296,183,0.62,13.13,3.18,1.34,810,13.93,93.03
5110,185933.1,3.1,211,186,0.88,13.13,3.18,1.34,810,14.15,66.49
5111,185933.1,12.1,259,197,0.76,13.13,3.18,1.34,810,15.03,81.46
5112,185933.1,34.1,285,201,0.71,13.13,3.18,1.34,810,15.34,89.71
5113,185933.1,32.1,253,208,0.82,13.13,3.18,1.34,810,15.85,79.55
5114,185933.1,24.1,335,213,0.64,13.13,3.18,1.34,810,16.26,105.45
5115,185933.1,31.1,261,219,0.84,13.13,3.18,1.34,810,16.71,82.04
5116,185933.1,36.1,302,234,0.77,13.13,3.18,1.34,810,17.8,94.98
5117,185933.1,6.1,281,236,0.84,13.13,3.18,1.34,810,17.95,88.4
5118,185933.1,5.1,304,237,0.78,13.13,3.18,1.34,810,18.03,95.68
5119,185933.1,13.1,311,246,0.79,13.13,3.18,1.34,810,18.76,97.72
5120,185933.1,16.1,297,247,0.83,13.13,3.18,1.34,810,18.8,93.44
5121,185933.1,20.1,271,255,0.94,13.13,3.18,1.34,810,19.39,85.25
5122,185933.1,21.1,295,274,0.93,13.13,3.18,1.34,810,20.83,92.9
5123,185933.1,4.1,325,276,0.85,13.13,3.18,1.34,810,21,102.21
5124,185933.1,18.1,330,297,0.9,13.13,3.18,1.34,810,22.65,103.7
5125,185933.1,1.1,330,303,0.92,13.13,3.18,1.34,810,23.06,103.67
5126,185933.1,8.1,367,327,0.89,13.13,3.18,1.34,810,24.88,115.31
5127,185933.1,28.1,386,356,0.92,13.13,3.18,1.34,810,27.1,121.4
5128,185933.1,11.1,393,367,0.93,13.13,3.18,1.34,810,27.92,123.61
5129,185933.1,27.1,452,369,0.82,13.13,3.18,1.34,810,28.12,142.17
5130,185933.1,33.1,388,369,0.95,13.13,3.18,1.34,810,28.14,122.11
5131,185933.1,14.1,434,373,0.86,13.13,3.18,1.34,810,28.42,136.37
5132,185933.1,29.1,441,390,0.89,13.13,3.18,1.34,810,29.7,138.55
5133,185933.1,22.1,369,413,1.12,13.13,3.18,1.34,810,31.43,116.07
5134,185933.1,17.1,472,419,0.89,13.13,3.18,1.34,810,31.94,148.48
5135,185933.1,7.1,464,457,0.99,13.13,3.18,1.34,810,34.84,145.8
5136,185933.1,15.1,486,477,0.98,13.13,3.18,1.34,810,36.35,152.76
5137,185933.1,25.1,535,490,0.92,13.13,3.18,1.34,810,37.36,168.16
5138,185933.1,23.1,323,735,2.27,13.13,3.18,1.34,810,56.02,101.72
5139,185944.1,16.1,49,67,1.37,38.53,6.68,1.49,831,1.73,7.28
5140,185944.1,10.1,35,74,2.1,38.53,6.68,1.49,831,1.92,5.27
5141,185944.1,19.1,41,83,2.01,38.53,6.68,1.49,831,2.15,6.16
5142,185944.1,8.1,76,90,1.18,38.53,6.68,1.49,831,2.33,11.41
5143,185944.1,18.1,61,92,1.51,38.53,6.68,1.49,831,2.39,9.13
5144,185944.1,32.1,64,99,1.54,38.53,6.68,1.49,831,2.57,9.62
5145,185944.1,28.1,80,105,1.31,38.53,6.68,1.49,831,2.72,11.94
5146,185944.1,17.1,87,117,1.34,38.53,6.68,1.49,831,3.03,13.02
5147,185944.1,6.1,80,121,1.52,38.53,6.68,1.49,831,3.15,11.94
5148,185944.1,20.1,78,122,1.56,38.53,6.68,1.49,831,3.17,11.73
5149,185944.1,22.1,44,126,2.87,38.53,6.68,1.49,831,3.27,6.58
5150,185944.1,25.1,103,129,1.25,38.53,6.68,1.49,831,3.35,15.42
5151,185944.1,2.1,81,139,1.71,38.53,6.68,1.49,831,3.6,12.14
5152,185944.1,21.1,90,144,1.59,38.53,6.68,1.49,831,3.73,13.52
5153,185944.1,24.1,119,150,1.26,38.53,6.68,1.49,831,3.89,17.79
5154,185944.1,29.1,77,154,2,38.53,6.68,1.49,831,4,11.5
5155,185944.1,11.1,140,156,1.12,38.53,6.68,1.49,831,4.05,20.95
5156,185944.1,13.1,103,158,1.53,38.53,6.68,1.49,831,4.09,15.46
5157,185944.1,23.1,121,160,1.33,38.53,6.68,1.49,831,4.16,18.08
5158,185944.1,30.1,107,161,1.51,38.53,6.68,1.49,831,4.19,15.98
5159,185944.1,31.1,112,171,1.53,38.53,6.68,1.49,831,4.43,16.7
5160,185944.1,7.1,113,180,1.59,38.53,6.68,1.49,831,4.67,16.99
5161,185944.1,1.1,85,197,2.32,38.53,6.68,1.49,831,5.12,12.69
5162,185944.1,4.1,122,205,1.68,38.53,6.68,1.49,831,5.33,18.24
5163,185944.1,14.1,217,209,0.97,38.53,6.68,1.49,831,5.43,32.42
5164,185944.1,12.1,90,213,2.37,38.53,6.68,1.49,831,5.54,13.47
5165,185944.1,3.1,234,263,1.12,38.53,6.68,1.49,831,6.83,35.01
5166,185944.1,15.1,206,279,1.35,38.53,6.68,1.49,831,7.24,30.82
5167,185944.1,27.1,161,283,1.76,38.53,6.68,1.49,831,7.35,24.16
5168,185944.1,26.1,171,533,3.13,38.53,6.68,1.49,831,13.84,25.54
5169,185946.1,14.1,1001,5,0,3.61,0.91,1.39,699,1.33,1099.7
5170,185946.1,16.1,1312,8,0.01,3.61,0.91,1.39,699,2.28,1441.88
5171,185946.1,7.1,1335,9,0.01,3.61,0.91,1.39,699,2.48,1467.2
5172,185946.1,5.1,1684,11,0.01,3.61,0.91,1.39,699,3.02,1850.69
5173,185946.1,3.1,1794,11,0.01,3.61,0.91,1.39,699,3.1,1971.83
5174,185946.1,12.1,1172,11,0.01,3.61,0.91,1.39,699,3.15,1287.68
5175,185946.1,8.1,854,12,0.01,3.61,0.91,1.39,699,3.37,938.79
5176,185946.1,1.1,2144,15,0.01,3.61,0.91,1.39,699,4.02,2355.95
5177,185946.1,13.1,1007,16,0.02,3.61,0.91,1.39,699,4.44,1107.05
5178,185946.1,9.1,1110,16,0.01,3.61,0.91,1.39,699,4.44,1219.79
5179,185946.1,4.1,2420,17,0.01,3.61,0.91,1.39,699,4.84,2659.25
5180,185950.1,16.1,562,16,0.03,40.69,2.35,1.26,854,0.39,239.21
