order,id,spot,u_ppm,th_ppm,th_u,th_wr,u_wr,composition_index,t_sat,th_z_wr,u_z_wr
1148,142937.1,14.1,590,419,0.71,34.6,12.03,1.39,796,12.11,49.04
1149,142937.1,10.1,653,433,0.66,34.6,12.03,1.39,796,12.51,54.28
1150,142937.1,16.1,1640,662,0.4,34.6,12.03,1.39,796,19.13,136.33
1151,142938.1,19.1,202,101,0.5,7.7,1.89,1.5,750,13.12,106.88
1152,142938.1,4.1,341,160,0.47,7.7,1.89,1.5,750,20.78,180.42
1153,142938.1,21.1,329,176,0.53,7.7,1.89,1.5,750,22.86,174.07
1154,142938.1,3.1,309,190,0.61,7.7,1.89,1.5,750,24.68,163.49
1155,142938.1,9.1,332,194,0.58,7.7,1.89,1.5,750,25.19,175.66
1156,142938.1,5.1,343,288,0.84,7.7,1.89,1.5,750,37.4,181.48
1157,142938.1,15.1,449,297,0.66,7.7,1.89,1.5,750,38.57,237.57
1158,142938.1,8.1,434,381,0.88,7.7,1.89,1.5,750,49.48,229.63
1159,142941.1,18.1,106,76,0.72,9.9,2.92,1.69,755,7.68,36.3
1160,142941.1,19.1,171,118,0.69,9.9,2.92,1.69,755,11.92,58.56
1161,142941.1,16.1,175,128,0.73,9.9,2.92,1.69,755,12.93,59.93
1162,142941.1,5.1,178,132,0.74,9.9,2.92,1.69,755,13.33,60.96
1163,142941.1,21.1,631,164,0.26,9.9,2.92,1.69,755,16.57,216.1
1164,142941.1,17.1,213,178,0.84,9.9,2.92,1.69,755,17.98,72.95
1165,142941.1,12.1,301,238,0.79,9.9,2.92,1.69,755,24.04,103.08
1166,142941.1,4.1,539,261,0.48,9.9,2.92,1.69,755,26.36,184.59
1167,142941.1,3.1,229,275,1.2,9.9,2.92,1.69,755,27.78,78.42
1168,142941.1,1.1,352,287,0.82,9.9,2.92,1.69,755,28.99,120.55
1169,142941.1,7.1,358,333,0.93,9.9,2.92,1.69,755,33.64,122.6
1170,142941.1,6.1,675,409,0.61,9.9,2.92,1.69,755,41.31,231.16
1171,142941.1,2.1,727,964,1.33,9.9,2.92,1.69,755,97.37,248.97
1172,142941.1,11.1,531,973,1.83,9.9,2.92,1.69,755,98.28,181.85
1173,142943.1,25.1,73,46,0.63,4.9,1.12,<,<,9.39,65.18
1174,142943.1,13.1,283,82,0.29,4.9,1.12,<,<,16.73,252.68
1175,142943.1,7.1,138,99,0.72,4.9,1.12,<,<,20.2,123.21
1176,142943.1,4.1,144,124,0.86,4.9,1.12,<,<,25.31,128.57
1177,142943.1,20.1,124,136,1.1,4.9,1.12,<,<,27.76,110.71
1178,142943.1,10.1,270,149,0.55,4.9,1.12,<,<,30.41,241.07
1179,142943.1,5.1,221,171,0.77,4.9,1.12,<,<,34.9,197.32
1180,142943.1,1.1,262,179,0.68,4.9,1.12,<,<,36.53,233.93
1181,142945.1,3.1,178,57,0.32,7,2.44,1.49,761,8.14,72.95
1182,142945.1,1.1,162,65,0.4,7,2.44,1.49,761,9.29,66.39
1183,142945.1,2.1,260,146,0.56,7,2.44,1.49,761,20.86,106.56
1184,142946.1,20.1,42,23,0.55,7.5,1,1.43,805,3.07,42
1185,142946.1,5.1,57,26,0.46,7.5,1,1.43,805,3.47,57
1186,142946.1,4.1,188,73,0.39,7.5,1,1.43,805,9.73,188
1187,142946.1,10.1,349,141,0.4,7.5,1,1.43,805,18.8,349
1188,142946.1,1.1,276,147,0.53,7.5,1,1.43,805,19.6,276
1189,142946.1,7.1,359,216,0.6,7.5,1,1.43,805,28.8,359
1190,142946.1,25.1,504,494,0.98,7.5,1,1.43,805,65.87,504
1191,142946.1,13.1,736,533,0.72,7.5,1,1.43,805,71.07,736
1192,142948.1,23.1,29,13,0.45,6.7,1.74,1.41,855,1.94,16.67
1193,142948.1,26.1,37,19,0.51,6.7,1.74,1.41,855,2.84,21.26
1194,142948.1,11.1,45,22,0.49,6.7,1.74,1.41,855,3.28,25.86
1195,142948.1,10.1,146,23,0.16,6.7,1.74,1.41,855,3.43,83.91
1196,142948.1,6.1,50,25,0.5,6.7,1.74,1.41,855,3.73,28.74
1197,142948.1,3.1,50,27,0.54,6.7,1.74,1.41,855,4.03,28.74
1198,142948.1,18.1,55,32,0.58,6.7,1.74,1.41,855,4.78,31.61
1199,142948.1,14.1,55,42,0.76,6.7,1.74,1.41,855,6.27,31.61
1200,142948.1,24.1,121,46,0.38,6.7,1.74,1.41,855,6.87,69.54
1201,142948.1,7.1,102,68,0.67,6.7,1.74,1.41,855,10.15,58.62
1202,142948.1,22.1,307,76,0.25,6.7,1.74,1.41,855,11.34,176.44
1203,142948.1,1.1,139,85,0.61,6.7,1.74,1.41,855,12.69,79.89
1204,142948.1,13.1,170,91,0.54,6.7,1.74,1.41,855,13.58,97.7
1205,142948.1,28.1,235,111,0.47,6.7,1.74,1.41,855,16.57,135.06
1206,142948.1,20.1,379,132,0.35,6.7,1.74,1.41,855,19.7,217.82
1207,142948.1,4.1,229,134,0.59,6.7,1.74,1.41,855,20,131.61
1208,142948.1,17.1,518,206,0.4,6.7,1.74,1.41,855,30.75,297.7
1209,142950.1,6.1,496,70,0.14,13.1,1.02,1.44,803,5.34,486.27
1210,142950.1,16.1,294,81,0.28,13.1,1.02,1.44,803,6.18,288.24
1211,142950.1,21.1,409,82,0.2,13.1,1.02,1.44,803,6.26,400.98
1212,142950.1,5.1,307,97,0.32,13.1,1.02,1.44,803,7.4,300.98
1213,142950.1,10.1,186,110,0.59,13.1,1.02,1.44,803,8.4,182.35
1214,142950.1,7.1,227,125,0.55,13.1,1.02,1.44,803,9.54,222.55
1215,142950.1,17.1,653,132,0.2,13.1,1.02,1.44,803,10.08,640.2
1216,142950.1,9.1,745,135,0.18,13.1,1.02,1.44,803,10.31,730.39
1217,142950.1,8.1,389,152,0.39,13.1,1.02,1.44,803,11.6,381.37
1218,142950.1,19.1,622,236,0.38,13.1,1.02,1.44,803,18.02,609.8
1219,142950.1,14.1,643,246,0.38,13.1,1.02,1.44,803,18.78,630.39
1220,142950.1,13.1,666,306,0.46,13.1,1.02,1.44,803,23.36,652.94
1221,142952.1,11.1,92,49,0.53,1.1,0.3,<,<,44.55,306.67
1222,142952.1,2.1,192,63,0.33,1.1,0.3,<,<,57.27,640
1223,142952.1,4.1,123,67,0.54,1.1,0.3,<,<,60.91,410
1224,142952.1,6.1,157,77,0.49,1.1,0.3,<,<,70,523.33
1225,142952.1,8.1,179,91,0.51,1.1,0.3,<,<,82.73,596.67
1226,142952.1,7.1,125,100,0.8,1.1,0.3,<,<,90.91,416.67
1227,142952.1,1.1,134,165,1.23,1.1,0.3,<,<,150,446.67
1228,142952.1,3.1,205,181,0.88,1.1,0.3,<,<,164.55,683.33
1229,142952.1,5.1,157,278,1.77,1.1,0.3,<,<,252.73,523.33
1230,142962.1,4.1,98,46,0.47,11.7,2.09,1.63,724,3.93,46.89
1231,142962.1,13.1,58,48,0.83,11.7,2.09,1.63,724,4.1,27.75
1232,142962.1,19.1,56,52,0.93,11.7,2.09,1.63,724,4.44,26.79
1233,142962.1,23.1,73,53,0.73,11.7,2.09,1.63,724,4.53,34.93
1234,142962.1,25.1,69,56,0.81,11.7,2.09,1.63,724,4.79,33.01
1235,142962.1,14.1,92,62,0.67,11.7,2.09,1.63,724,5.3,44.02
1236,142962.1,24.1,77,63,0.82,11.7,2.09,1.63,724,5.38,36.84
1237,142962.1,16.1,79,64,0.81,11.7,2.09,1.63,724,5.47,37.8
1238,142962.1,21.1,122,65,0.53,11.7,2.09,1.63,724,5.56,58.37
1239,142962.1,15.1,63,66,1.05,11.7,2.09,1.63,724,5.64,30.14
1240,142962.1,7.1,66,66,1,11.7,2.09,1.63,724,5.64,31.58
1241,142962.1,3.1,81,66,0.81,11.7,2.09,1.63,724,5.64,38.76
1242,142962.1,10.1,75,71,0.95,11.7,2.09,1.63,724,6.07,35.89
1243,142962.1,6.1,93,71,0.76,11.7,2.09,1.63,724,6.07,44.5
1244,142962.1,20.1,82,75,0.91,11.7,2.09,1.63,724,6.41,39.23
1245,142962.1,8.1,74,76,1.03,11.7,2.09,1.63,724,6.5,35.41
1246,142962.1,17.1,88,77,0.88,11.7,2.09,1.63,724,6.58,42.11
1247,142962.1,1.1,91,77,0.85,11.7,2.09,1.63,724,6.58,43.54
1248,142962.1,22.1,96,83,0.86,11.7,2.09,1.63,724,7.09,45.93
1249,142962.1,12.1,79,104,1.32,11.7,2.09,1.63,724,8.89,37.8
1250,142962.1,2.1,129,132,1.02,11.7,2.09,1.63,724,11.28,61.72
1251,142962.1,26.1,103,135,1.31,11.7,2.09,1.63,724,11.54,49.28
1252,142962.1,18.1,155,175,1.13,11.7,2.09,1.63,724,14.96,74.16
1253,142962.1,9.1,158,195,1.23,11.7,2.09,1.63,724,16.67,75.6
1254,142962.1,5.1,227,214,0.94,11.7,2.09,1.63,724,18.29,108.61
1255,142962.1,11.1,224,263,1.17,11.7,2.09,1.63,724,22.48,107.18
1256,142964.1,26.1,56,44,0.79,7.4,1.81,1.56,754,5.95,30.94
1257,142964.1,9.1,68,59,0.87,7.4,1.81,1.56,754,7.97,37.57
1258,142964.1,15.1,63,62,0.98,7.4,1.81,1.56,754,8.38,34.81
1259,142964.1,22.1,114,68,0.6,7.4,1.81,1.56,754,9.19,62.98
1260,142964.1,24.1,73,74,1.01,7.4,1.81,1.56,754,10,40.33
1261,142964.1,20.1,88,74,0.84,7.4,1.81,1.56,754,10,48.62
1262,142964.1,21.1,88,75,0.85,7.4,1.81,1.56,754,10.14,48.62
1263,142964.1,17.1,83,77,0.93,7.4,1.81,1.56,754,10.41,45.86
1264,142964.1,12.1,112,80,0.71,7.4,1.81,1.56,754,10.81,61.88
1265,142964.1,25.1,140,82,0.59,7.4,1.81,1.56,754,11.08,77.35
1266,142964.1,13.1,133,91,0.68,7.4,1.81,1.56,754,12.3,73.48
1267,142964.1,16.1,129,95,0.74,7.4,1.81,1.56,754,12.84,71.27
1268,142964.1,2.1,141,110,0.78,7.4,1.81,1.56,754,14.86,77.9
1269,142964.1,28.1,155,114,0.74,7.4,1.81,1.56,754,15.41,85.64
1270,142964.1,3.1,147,117,0.8,7.4,1.81,1.56,754,15.81,81.22
1271,142964.1,14.1,151,118,0.78,7.4,1.81,1.56,754,15.95,83.43
1272,142964.1,6.1,153,128,0.84,7.4,1.81,1.56,754,17.3,84.53
1273,142964.1,8.1,155,137,0.88,7.4,1.81,1.56,754,18.51,85.64
1274,142964.1,19.1,163,143,0.88,7.4,1.81,1.56,754,19.32,90.06
1275,142964.1,23.1,144,188,1.31,7.4,1.81,1.56,754,25.41,79.56
1276,142964.1,30.1,185,206,1.11,7.4,1.81,1.56,754,27.84,102.21
1277,142964.1,27.1,216,221,1.02,7.4,1.81,1.56,754,29.86,119.34
1278,142964.1,29.1,230,227,0.99,7.4,1.81,1.56,754,30.68,127.07
1279,142964.1,4.1,290,285,0.98,7.4,1.81,1.56,754,38.51,160.22
1280,142964.1,18.1,214,289,1.35,7.4,1.81,1.56,754,39.05,118.23
1281,142964.1,5.1,277,346,1.25,7.4,1.81,1.56,754,46.76,153.04
1282,142965.1,15.1,55,40,0.73,21.3,1.15,1.41,833,1.88,47.83
1283,142965.1,7.1,41,44,1.07,21.3,1.15,1.41,833,2.07,35.65
1284,142965.1,6.1,41,44,1.07,21.3,1.15,1.41,833,2.07,35.65
1285,142965.1,23.1,41,46,1.12,21.3,1.15,1.41,833,2.16,35.65
1286,142965.1,1.1,58,47,0.81,21.3,1.15,1.41,833,2.21,50.43
1287,142965.1,17.1,45,53,1.18,21.3,1.15,1.41,833,2.49,39.13
1288,142965.1,10.1,59,53,0.9,21.3,1.15,1.41,833,2.49,51.3
1289,142965.1,12.1,62,56,0.9,21.3,1.15,1.41,833,2.63,53.91
1290,142965.1,3.1,65,58,0.89,21.3,1.15,1.41,833,2.72,56.52
1291,142965.1,18.1,118,67,0.57,21.3,1.15,1.41,833,3.15,102.61
1292,142965.1,24.1,55,68,1.24,21.3,1.15,1.41,833,3.19,47.83
1293,142965.1,16.1,130,71,0.55,21.3,1.15,1.41,833,3.33,113.04
1294,142965.1,19.1,57,76,1.33,21.3,1.15,1.41,833,3.57,49.57
1295,142965.1,26.1,151,83,0.55,21.3,1.15,1.41,833,3.9,131.3
1296,142965.1,13.1,158,85,0.54,21.3,1.15,1.41,833,3.99,137.39
1297,142965.1,25.1,148,87,0.59,21.3,1.15,1.41,833,4.08,128.7
1298,142965.1,4.1,142,90,0.63,21.3,1.15,1.41,833,4.23,123.48
1299,142965.1,21.1,137,96,0.7,21.3,1.15,1.41,833,4.51,119.13
1300,142965.1,14.1,143,98,0.69,21.3,1.15,1.41,833,4.6,124.35
1301,142965.1,22.1,156,107,0.69,21.3,1.15,1.41,833,5.02,135.65
1302,142965.1,9.1,149,110,0.74,21.3,1.15,1.41,833,5.16,129.57
1303,142965.1,8.1,166,116,0.7,21.3,1.15,1.41,833,5.45,144.35
1304,142965.1,20.1,160,120,0.75,21.3,1.15,1.41,833,5.63,139.13
1305,142965.1,11.1,216,121,0.56,21.3,1.15,1.41,833,5.68,187.83
1306,142965.1,5.1,168,253,1.51,21.3,1.15,1.41,833,11.88,146.09
1307,142966.1,12.1,101,11,0.11,17.1,1.43,1.49,761,0.64,70.63
1308,142966.1,8.1,98,15,0.15,17.1,1.43,1.49,761,0.88,68.53
1309,142966.1,13.1,98,15,0.15,17.1,1.43,1.49,761,0.88,68.53
1310,142966.1,23.1,113,20,0.18,17.1,1.43,1.49,761,1.17,79.02
1311,142966.1,6.1,127,20,0.16,17.1,1.43,1.49,761,1.17,88.81
1312,142966.1,19.1,226,29,0.13,17.1,1.43,1.49,761,1.7,158.04
1313,142966.1,7.1,114,32,0.28,17.1,1.43,1.49,761,1.87,79.72
1314,142966.1,24.1,71,35,0.49,17.1,1.43,1.49,761,2.05,49.65
1315,142966.1,20.1,65,54,0.83,17.1,1.43,1.49,761,3.16,45.45
1316,142966.1,14.1,121,58,0.48,17.1,1.43,1.49,761,3.39,84.62
1317,142966.1,16.1,93,87,0.94,17.1,1.43,1.49,761,5.09,65.03
1318,142966.1,18.1,129,89,0.69,17.1,1.43,1.49,761,5.2,90.21
1319,142966.1,5.1,217,141,0.65,17.1,1.43,1.49,761,8.25,151.75
1320,142966.1,15.1,120,154,1.28,17.1,1.43,1.49,761,9.01,83.92
1321,142966.1,3.1,159,158,0.99,17.1,1.43,1.49,761,9.24,111.19
1322,142966.1,27.1,170,187,1.1,17.1,1.43,1.49,761,10.94,118.88
1323,142966.1,22.1,181,190,1.05,17.1,1.43,1.49,761,11.11,126.57
1324,142966.1,17.1,221,339,1.53,17.1,1.43,1.49,761,19.82,154.55
1325,142966.1,2.1,231,425,1.84,17.1,1.43,1.49,761,24.85,161.54
1326,142967.1,13.1,49,49,1,24.3,1.52,1.47,876,2.02,32.24
1327,142967.1,1.1,63,54,0.86,24.3,1.52,1.47,876,2.22,41.45
1328,142967.1,4.1,490,61,0.12,24.3,1.52,1.47,876,2.51,322.37
1329,142967.1,2.1,50,64,1.28,24.3,1.52,1.47,876,2.63,32.89
1330,142967.1,3.1,406,77,0.19,24.3,1.52,1.47,876,3.17,267.11
1331,142967.1,12.1,297,79,0.27,24.3,1.52,1.47,876,3.25,195.39
1332,142967.1,9.1,214,145,0.68,24.3,1.52,1.47,876,5.97,140.79
1333,142967.1,8.1,333,218,0.65,24.3,1.52,1.47,876,8.97,219.08
1334,142967.1,11.1,202,296,1.47,24.3,1.52,1.47,876,12.18,132.89
1335,142967.1,5.1,325,383,1.18,24.3,1.52,1.47,876,15.76,213.82
1336,142967.1,16.1,250,459,1.84,24.3,1.52,1.47,876,18.89,164.47
1337,142968.1,18.1,155,28,0.18,6.8,1.29,1.45,762,4.12,120.16
1338,142968.1,23.1,240,56,0.23,6.8,1.29,1.45,762,8.24,186.05
1339,142968.1,9.1,265,75,0.28,6.8,1.29,1.45,762,11.03,205.43
1340,142968.1,20.1,222,91,0.41,6.8,1.29,1.45,762,13.38,172.09
1341,142968.1,7.1,215,99,0.46,6.8,1.29,1.45,762,14.56,166.67
1342,142968.1,19.1,170,110,0.65,6.8,1.29,1.45,762,16.18,131.78
1343,142968.1,11.1,315,113,0.36,6.8,1.29,1.45,762,16.62,244.19
1344,142968.1,15.1,190,123,0.65,6.8,1.29,1.45,762,18.09,147.29
1345,142968.1,13.1,370,124,0.34,6.8,1.29,1.45,762,18.24,286.82
1346,142968.1,10.1,430,156,0.36,6.8,1.29,1.45,762,22.94,333.33
1347,142968.1,3.1,332,166,0.5,6.8,1.29,1.45,762,24.41,257.36
1348,142968.1,17.1,424,214,0.5,6.8,1.29,1.45,762,31.47,328.68
1349,142968.1,21.1,382,250,0.65,6.8,1.29,1.45,762,36.76,296.12
1350,142968.1,1.1,521,490,0.94,6.8,1.29,1.45,762,72.06,403.88
1351,142972.1,20.1,93,39,0.42,1.2,0.49,<,<,32.5,189.8
1352,142972.1,17.1,99,41,0.41,1.2,0.49,<,<,34.17,202.04
1353,142972.1,10.1,83,59,0.71,1.2,0.49,<,<,49.17,169.39
1354,142972.1,11.1,106,77,0.73,1.2,0.49,<,<,64.17,216.33
1355,142972.1,4.1,167,121,0.72,1.2,0.49,<,<,100.83,340.82
1356,142972.1,15.1,224,121,0.54,1.2,0.49,<,<,100.83,457.14
1357,142972.1,22.1,177,156,0.88,1.2,0.49,<,<,130,361.22
1358,142972.1,2.1,230,187,0.81,1.2,0.49,<,<,155.83,469.39
1359,142974.1,16.1,83,54,0.65,11.2,1.13,1.54,784,4.82,73.45
1360,142974.1,13.1,93,66,0.71,11.2,1.13,1.54,784,5.89,82.3
1361,142974.1,18.1,101,67,0.66,11.2,1.13,1.54,784,5.98,89.38
1362,142974.1,19.1,78,77,0.99,11.2,1.13,1.54,784,6.88,69.03
1363,142974.1,7.1,128,94,0.73,11.2,1.13,1.54,784,8.39,113.27
1364,142974.1,23.1,117,99,0.85,11.2,1.13,1.54,784,8.84,103.54
1365,142974.1,12.1,109,106,0.97,11.2,1.13,1.54,784,9.46,96.46
1366,142974.1,1.1,98,109,1.11,11.2,1.13,1.54,784,9.73,86.73
1367,142974.1,21.1,112,126,1.13,11.2,1.13,1.54,784,11.25,99.12
1368,142974.1,17.1,128,126,0.98,11.2,1.13,1.54,784,11.25,113.27
1369,142974.1,20.1,184,130,0.71,11.2,1.13,1.54,784,11.61,162.83
1370,142974.1,22.1,115,131,1.14,11.2,1.13,1.54,784,11.7,101.77
1371,142974.1,5.1,154,132,0.86,11.2,1.13,1.54,784,11.79,136.28
1372,142974.1,14.1,168,135,0.8,11.2,1.13,1.54,784,12.05,148.67
1373,142974.1,3.1,180,166,0.92,11.2,1.13,1.54,784,14.82,159.29
1374,142974.1,6.1,162,167,1.03,11.2,1.13,1.54,784,14.91,143.36
1375,142974.1,11.1,175,172,0.98,11.2,1.13,1.54,784,15.36,154.87
1376,142974.1,15.1,124,195,1.57,11.2,1.13,1.54,784,17.41,109.73
1377,142974.1,8.1,173,204,1.18,11.2,1.13,1.54,784,18.21,153.1
1378,142974.1,9.1,206,206,1,11.2,1.13,1.54,784,18.39,182.3
1379,142974.1,10.1,162,269,1.66,11.2,1.13,1.54,784,24.02,143.36
1380,142974.1,2.1,190,278,1.46,11.2,1.13,1.54,784,24.82,168.14
1381,142975.1,7.1,56,21,0.38,4.1,1.11,1.66,733,5.12,50.45
1382,142975.1,17.1,54,25,0.46,4.1,1.11,1.66,733,6.1,48.65
1383,142975.1,23.1,71,31,0.44,4.1,1.11,1.66,733,7.56,63.96
1384,142975.1,12.1,78,32,0.41,4.1,1.11,1.66,733,7.8,70.27
1385,142975.1,6.1,81,39,0.48,4.1,1.11,1.66,733,9.51,72.97
1386,142975.1,24.1,72,40,0.56,4.1,1.11,1.66,733,9.76,64.86
1387,142975.1,19.1,85,41,0.48,4.1,1.11,1.66,733,10,76.58
1388,142975.1,20.1,83,43,0.52,4.1,1.11,1.66,733,10.49,74.77
1389,142975.1,10.1,86,46,0.53,4.1,1.11,1.66,733,11.22,77.48
1390,142975.1,11.1,93,46,0.49,4.1,1.11,1.66,733,11.22,83.78
1391,142975.1,21.1,98,46,0.47,4.1,1.11,1.66,733,11.22,88.29
1392,142975.1,4.1,99,47,0.47,4.1,1.11,1.66,733,11.46,89.19
1393,142975.1,16.1,94,51,0.54,4.1,1.11,1.66,733,12.44,84.68
1394,142975.1,15.1,107,56,0.52,4.1,1.11,1.66,733,13.66,96.4
1395,142975.1,8.1,114,57,0.5,4.1,1.11,1.66,733,13.9,102.7
1396,142975.1,2.1,83,61,0.73,4.1,1.11,1.66,733,14.88,74.77
1397,142975.1,13.1,117,61,0.52,4.1,1.11,1.66,733,14.88,105.41
1398,142975.1,22.1,120,61,0.51,4.1,1.11,1.66,733,14.88,108.11
1399,142975.1,18.1,139,70,0.5,4.1,1.11,1.66,733,17.07,125.23
1400,142975.1,9.1,151,83,0.55,4.1,1.11,1.66,733,20.24,136.04
1401,142975.1,3.1,144,89,0.62,4.1,1.11,1.66,733,21.71,129.73
1402,142976.1,18.1,52,37,0.71,5,1.33,1.63,742,7.4,39.1
1403,142976.1,14.1,41,38,0.93,5,1.33,1.63,742,7.6,30.83
1404,142976.1,8.1,41,40,0.98,5,1.33,1.63,742,8,30.83
1405,142976.1,12.1,43,41,0.95,5,1.33,1.63,742,8.2,32.33
1406,142976.1,24.1,75,41,0.55,5,1.33,1.63,742,8.2,56.39
1407,142976.1,21.1,62,42,0.68,5,1.33,1.63,742,8.4,46.62
1408,142976.1,27.1,63,44,0.7,5,1.33,1.63,742,8.8,47.37
1409,142976.1,22.1,67,48,0.72,5,1.33,1.63,742,9.6,50.38
1410,142976.1,26.1,92,48,0.52,5,1.33,1.63,742,9.6,69.17
1411,142976.1,20.1,63,49,0.78,5,1.33,1.63,742,9.8,47.37
1412,142976.1,19.1,55,51,0.93,5,1.33,1.63,742,10.2,41.35
1413,142976.1,23.1,68,51,0.75,5,1.33,1.63,742,10.2,51.13
1414,142976.1,15.1,57,52,0.91,5,1.33,1.63,742,10.4,42.86
1415,142976.1,7.1,56,57,1.02,5,1.33,1.63,742,11.4,42.11
1416,142976.1,11.1,103,60,0.58,5,1.33,1.63,742,12,77.44
1417,142976.1,17.1,83,61,0.73,5,1.33,1.63,742,12.2,62.41
1418,142976.1,3.1,85,64,0.75,5,1.33,1.63,742,12.8,63.91
1419,142976.1,25.1,86,71,0.83,5,1.33,1.63,742,14.2,64.66
1420,142976.1,1.1,83,73,0.88,5,1.33,1.63,742,14.6,62.41
1421,142976.1,4.1,96,73,0.76,5,1.33,1.63,742,14.6,72.18
1422,142976.1,6.1,78,77,0.99,5,1.33,1.63,742,15.4,58.65
1423,142976.1,28.1,90,77,0.86,5,1.33,1.63,742,15.4,67.67
1424,142976.1,10.1,79,84,1.06,5,1.33,1.63,742,16.8,59.4
1425,142976.1,16.1,113,112,0.99,5,1.33,1.63,742,22.4,84.96
1426,142976.1,2.1,135,121,0.9,5,1.33,1.63,742,24.2,101.5
1427,142976.1,13.1,145,186,1.28,5,1.33,1.63,742,37.2,109.02
1428,142976.1,9.1,174,262,1.51,5,1.33,1.63,742,52.4,130.83
1429,142977.1,14.1,255,74,0.29,33.8,23.49,1.33,737,2.19,10.86
1430,142977.1,27.1,389,138,0.35,33.8,23.49,1.33,737,4.08,16.56
1431,142977.1,22.1,443,148,0.33,33.8,23.49,1.33,737,4.38,18.86
1432,142978.1,11.2,325,137,0.42,27.1,7.21,1.47,789,5.06,45.08
1433,142978.1,10.1,237,203,0.86,27.1,7.21,1.47,789,7.49,32.87
1434,142978.1,13.1,534,228,0.43,27.1,7.21,1.47,789,8.41,74.06
1435,142978.1,4.1,451,257,0.57,27.1,7.21,1.47,789,9.48,62.55
1436,142978.1,3.1,445,277,0.62,27.1,7.21,1.47,789,10.22,61.72
1437,142978.1,10.4,324,295,0.91,27.1,7.21,1.47,789,10.89,44.94
1438,142978.1,11.3,458,304,0.66,27.1,7.21,1.47,789,11.22,63.52
1439,142978.1,10.3,364,335,0.92,27.1,7.21,1.47,789,12.36,50.49
1440,142978.1,5.1,525,401,0.76,27.1,7.21,1.47,789,14.8,72.82
1441,142978.1,10.2,500,501,1,27.1,7.21,1.47,789,18.49,69.35
1442,142980.1,25.1,68,8,0.12,39.6,1.54,1.37,828,0.2,44.16
1443,142980.1,17.1,185,26,0.14,39.6,1.54,1.37,828,0.66,120.13
1444,142980.1,24.1,32,34,1.06,39.6,1.54,1.37,828,0.86,20.78
1445,142980.1,18.1,371,48,0.13,39.6,1.54,1.37,828,1.21,240.91
1446,142980.1,5.1,207,87,0.42,39.6,1.54,1.37,828,2.2,134.42
1447,142980.1,13.1,106,124,1.17,39.6,1.54,1.37,828,3.13,68.83
1448,142980.1,16.1,103,137,1.33,39.6,1.54,1.37,828,3.46,66.88
1449,142980.1,9.1,196,181,0.92,39.6,1.54,1.37,828,4.57,127.27
1450,142980.1,12.1,270,219,0.81,39.6,1.54,1.37,828,5.53,175.32
1451,142980.1,4.1,177,220,1.24,39.6,1.54,1.37,828,5.56,114.94
1452,142980.1,23.1,453,334,0.74,39.6,1.54,1.37,828,8.43,294.16
1453,142980.1,6.1,360,350,0.97,39.6,1.54,1.37,828,8.84,233.77
1454,142980.1,11.1,525,440,0.84,39.6,1.54,1.37,828,11.11,340.91
1455,142981.1,5.1,394,29,0.07,12.9,0.51,1.65,780,2.25,772.55
1456,142981.1,20.1,49,48,0.98,12.9,0.51,1.65,780,3.72,96.08
1457,142981.1,14.1,317,69,0.22,12.9,0.51,1.65,780,5.35,621.57
1458,142981.1,6.1,190,97,0.51,12.9,0.51,1.65,780,7.52,372.55
1459,142981.1,9.1,188,110,0.59,12.9,0.51,1.65,780,8.53,368.63
1460,142981.1,17.1,271,113,0.42,12.9,0.51,1.65,780,8.76,531.37
1461,142981.1,26.1,293,142,0.48,12.9,0.51,1.65,780,11.01,574.51
1462,142981.1,21.1,345,148,0.43,12.9,0.51,1.65,780,11.47,676.47
1463,142981.1,8.1,354,166,0.47,12.9,0.51,1.65,780,12.87,694.12
1464,142981.1,18.1,381,179,0.47,12.9,0.51,1.65,780,13.88,747.06
1465,142981.1,1.1,329,186,0.57,12.9,0.51,1.65,780,14.42,645.1
1466,142981.1,4.1,362,208,0.57,12.9,0.51,1.65,780,16.12,709.8
1467,142981.1,16.1,421,238,0.57,12.9,0.51,1.65,780,18.45,825.49
1468,142981.1,24.1,497,239,0.48,12.9,0.51,1.65,780,18.53,974.51
1469,142981.1,2.1,513,264,0.51,12.9,0.51,1.65,780,20.47,1005.88
1470,142982.1,14.1,103,34,0.33,6,0.37,1.4,759,5.67,278.38
1471,142982.1,27.1,85,43,0.51,6,0.37,1.4,759,7.17,229.73
1472,142982.1,11.1,103,47,0.46,6,0.37,1.4,759,7.83,278.38
1473,142982.1,13.1,164,60,0.37,6,0.37,1.4,759,10,443.24
1474,142982.1,12.1,116,63,0.54,6,0.37,1.4,759,10.5,313.51
1475,142982.1,3.1,107,71,0.66,6,0.37,1.4,759,11.83,289.19
1476,142982.1,7.1,172,80,0.47,6,0.37,1.4,759,13.33,464.86
1477,142982.1,16.1,150,94,0.63,6,0.37,1.4,759,15.67,405.41
1478,142982.1,9.1,252,95,0.38,6,0.37,1.4,759,15.83,681.08
1479,142982.1,17.1,178,104,0.58,6,0.37,1.4,759,17.33,481.08
1480,142982.1,24.1,219,120,0.55,6,0.37,1.4,759,20,591.89
1481,142982.1,22.1,175,122,0.7,6,0.37,1.4,759,20.33,472.97
1482,142982.1,8.1,415,129,0.31,6,0.37,1.4,759,21.5,1121.62
1483,142982.1,25.1,231,183,0.79,6,0.37,1.4,759,30.5,624.32
